input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,final_url,tls_mismatched,tls_expired,location,cdn_name,cdn
sftp.pds.fisglobal.com,คาสิโนออนไลน์ เข้ามาพบกับอาณาจักรเกมเดิมพันหลากหลายสไตล์ ได้แล้วที่เว็บไซต์ FAFA855,200,39179,,sftp.pds.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2023-08-17T23:59:59Z,CN=sftp.pds.fisglobal.com,sftp.pds.fisglobal.com,,sftp.pds.fisglobal.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",f9bcd6974e7dce0f92d4665f42ae9d38,3c0b451f81115bda19e84bc98976d5ffcac7c6836efa87cf05ce79f99bac326a,,ctls,sftp.pds.fisglobal.com,80,http://sftp.pds.fisglobal.com:80,http,text/html,GET,20.119.8.26,/,-253321811,20.119.8.26,Nginx:1.22.1,847,False,nginx/1.22.1,https://sftp.pds.fisglobal.com/,,,,,
sftp.taservices.fisglobal.com,Server Login,200,4945,,sftp.taservices.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T00:00:00Z,2023-08-26T23:59:59Z,"CN=startaservices.sungard.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",startaservices.sungard.com,"Fidelity National Information Services, Inc.",taara.taservices.sungard.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cc77aa36fab8ea0d35dbf901db0079de,d255bea31fd11e90a3e51445715a85a681e66b27c85e757c0b86ed83f14af323,,ctls,sftp.taservices.fisglobal.com,443,https://sftp.taservices.fisglobal.com:443,https,text/html,GET,147.249.128.77,/,-1298643969,147.249.128.77,,119,False,,https://sftp.taservices.fisglobal.com/EFTClient/Account/Login.htm,,,,,
shortside-uat.fisglobal.com,FIS,200,795,,shortside-uat.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=lendingpit-uat.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",lendingpit-uat.fisglobal.com,Fidelity National Information Services,shortside-uat.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d745d92c6f5b141042905bdbfddec2f9,5814af846dc99f237974ec262b75b0c122c8da69880e01bb1170c2a42b60d053,,ctls,shortside-uat.fisglobal.com,443,https://shortside-uat.fisglobal.com:443,https,text/html,GET,95.101.111.179,/,-1298643969,2a02:26f0:480:d::210:f14a,HSTS,18,False,,,,,,,
singapore.imcs.fisglobal.com,NetScaler AAA,200,50852,,singapore.imcs.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-30T00:00:00Z,2023-10-30T23:59:59Z,"CN=singapore.imcs.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",singapore.imcs.fisglobal.com,"Fidelity National Information Services, Inc.",singapore.imcs.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4375ecdcd792e5d6249d0975d59ffa85,d42402eba841b8ad69155f4bca71ce6d125135b5c17e21dae0faaf24a235b2a1,,ctls,singapore.imcs.fisglobal.com,80,http://singapore.imcs.fisglobal.com:80,http,text/html,GET,18.138.16.67,/,12023395,18.138.16.67,HSTS,888,False,Apache,https://singapore.imcs.fisglobal.com/logon/LogonPoint/tmindex.html,,,,,
sip.fisglobal.com,,404,75,,sip.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.fisglobal.com,443,https://sip.fisglobal.com:443,https,text/plain,GET,52.112.193.13,/,804209076,2603:1027:0:2::b,HSTS,4,False,RTC/7.0,,True,,,,
smartforms.fisglobal.com,Sign in to your account,200,200635,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,443,https://smartforms.fisglobal.com:443,https,text/html,GET,104.102.53.67,/,1227514189,2a02:26f0:480:5ad::3b69,HSTS,173,False,,https://login.microsoftonline.com/e3ff91d8-34c8-4b15-a0b4-18910a6ac575/saml2?SAMLRequest=nVLLbsIwEPwVy%2fc8IA%2bERZAoqGok2kaQVlUvleM4YCmxU69Twd%2fX4VEhtXDodXd2Zmd2J0CbuiWzzmzlin92HAxKFwn%2bGI2DKuKj2In9QeyEVRA7RVENnKL0WRWOWMzCCKNXrkEomeCh62OUAnQ8lWCoNLbkDwPHj5xBlPtDMgxJMHrHKNPKKKbqOyFLITcJ7rQkioIAImnDgRhG1rPHJbGMpDiCgDzkeeZkz%2bscoxkA18aKzpWEruF6zfWXYPxltUzw1pgWiOdBQ7WplG7ArQRsalXQ2mWq8TItbGvv9RLeLyqXwnaH0a6pJZBDMrf3a09m8HTSo8khAH0xf3ucnvXx9NrCE%2b%2bC%2bKjSkifLlC4yVQu2R%2fd2iJrbQn1FlE51gJK2PxoYLg1G3pnzdHxeHl7BBmL4zqC5alqqBfQn5jvKzNnpJWpeWyMrXv3H900YI6yntuW3yB%2bfovhLeXrsXXHx07388uk3,,,,,
sso.fisglobal.com,Error,404,1777,,sso.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-05T00:00:00Z,2023-10-05T23:59:59Z,"CN=paymetric-prod.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",paymetric-prod.fisglobal.com,Fidelity National Information Services,xitransfer.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,33687989ae12b766c36b0a051d9dd2c5,82894edf9e1c803ed867073afcd0570a4208b50d1a98d5a4a2f6e7c5e804f3a8,,ctls,sso.fisglobal.com,443,https://sso.fisglobal.com:443,https,text/html,GET,104.126.36.122,/,2066412882,104.126.36.128,HSTS,56,False,,,,,,,
ssoservice-staging.fisglobal.com,403 - Forbidden: Access is denied.,403,1233,,ssoservice-staging.fisglobal.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,ssoservice-staging.fisglobal.com,443,https://ssoservice-staging.fisglobal.com:443,https,text/html,GET,156.55.138.130,/,1631801191,156.55.138.130,Windows Server,30,False,Microsoft-IIS/8.5,,,,,,
ssoservice.fisglobal.com,Not Found,404,315,,ssoservice.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-19T00:00:00Z,2023-09-18T23:59:59Z,"CN=ssoservice.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",ssoservice.fisglobal.com,"Fidelity National Information Services, Inc.",www.ssoservice.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,81df97082c2f67df8f3ea9b3248b21c7,42fe93a42e55e0e2221752c7fa144e1879937b52965f3563a0fbb1a39b7f11d9,,ctls,ssoservice.fisglobal.com,443,https://ssoservice.fisglobal.com:443,https,text/html,GET,156.55.203.137,/,225052475,156.55.203.137,Microsoft HTTPAPI:2.0,7,False,Microsoft-HTTPAPI/2.0,,,,,,
stcm.fisglobal.com,OWASP CSRFGuard Project - New Token Landing Page,200,313,https://stcm.fisglobal.com,stcm.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-03-14T23:59:59Z,"CN=securities.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",securities.fisglobal.com,"Fidelity National Information Services, Inc.",stcm.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,5730f841ccad289d7ed579369cf5087e,c2e46a0d211eaee36fc38e8e2282d4871c62147105696a2b6d76ae31caaea858,,ctls,stcm.fisglobal.com,443,https://stcm.fisglobal.com:443,https,text/html,GET,95.101.111.182,/,-1298643969,2a02:26f0:480:d::210:f15d,Java,1,False,,https://stcm.fisglobal.com/stcm/index.jsp,,,,,
support.fisglobal.com,FIS Support Site,200,4125,,support.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-16T00:00:00Z,2023-12-16T23:59:59Z,"CN=support.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",support.fisglobal.com,"Fidelity National Information Services, Inc.",rdchelp.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,af62191cf1de17531acefcd9fe0df9d8,dedff6aa1317a4e972caf7d12d544eb542ccf1480a306d0db4946cadddf1b2ef,,ctls,support.fisglobal.com,80,http://support.fisglobal.com:80,http,text/html,GET,156.55.203.235,/,-694003434,156.55.203.235,HSTS,117,False,Apache,https://support.fisglobal.com/,,,,,
sydney.imcs.fisglobal.com,NetScaler AAA,200,50852,,sydney.imcs.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-30T00:00:00Z,2023-10-30T23:59:59Z,"CN=sydney.imcs.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",sydney.imcs.fisglobal.com,"Fidelity National Information Services, Inc.",sydney.imcs.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8b04a1e22f0fcd8305235cb6e70c50e9,2da30c62e57531ef842a238967c8b246c39ed0899008218ed2d254353c8cc3f3,,ctls,sydney.imcs.fisglobal.com,80,http://sydney.imcs.fisglobal.com:80,http,text/html,GET,54.206.18.242,/,12023395,54.206.18.242,HSTS,888,False,Apache,https://sydney.imcs.fisglobal.com/logon/LogonPoint/tmindex.html,,,,,
target-archive.fisglobal.com,Error,200,6683,,target-archive.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-07-07T00:00:00Z,2023-08-06T23:59:59Z,"CN=target-archive.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",target-archive.fisglobal.com,"Fidelity National Information Services, Inc.",www.target-archive.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,857a4ae00b53c8b5e5d211299224a04f,60b5dab32fd993f274aee8ac628d0cf3821f2d9841e7364d68a28046b8791515,,ctls,target-archive.fisglobal.com,443,https://target-archive.fisglobal.com:443,https,text/html,GET,156.55.173.174,/,1772087922,156.55.173.174,HSTS,150,False,,,,,,,
tc2-apt-12.fisglobal.com,FIS Investment Risk Hub,200,24850,https://fonts.gstatic.com/,tc2-apt-12.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=apt2-enterprise.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",apt2-enterprise.fisglobal.com,Fidelity National Information Services,apt2-enterprise.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f03b01d337e709dfe48e55f697bec810,39dbb1d2ecb5981ad5ccf213d88cd796c6b36da73c045a3a4c8f5ea2a2c14fa6,,ctls,tc2-apt-12.fisglobal.com,443,https://tc2-apt-12.fisglobal.com:443,https,text/html,GET,213.212.118.104,/,552597979,213.212.118.104,Sails.js,206,False,,,True,,,,
tc2-apt-16.fisglobal.com,FIS Investment Risk Hub,200,20666,https://fonts.gstatic.com/,tc2-apt-16.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=apt-enterprise.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",apt-enterprise.fisglobal.com,Fidelity National Information Services,apt-enterprise.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a39094f2e6e4bfef3adefe4ca147ded4,c56d7eba1f86a3b4bf1e602b4d3e9755a843e131286e7e956bbc1f7a89a8ff67,,ctls,tc2-apt-16.fisglobal.com,443,https://tc2-apt-16.fisglobal.com:443,https,text/html,GET,213.212.118.108,/,552597979,213.212.118.108,Sails.js,206,False,,,True,,,,
technology.fisglobal.com,400 Bad Request,400,171,,technology.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,35566163a669f5d5ef19297c25bc7f73,bab10d66cc071b98ce70b611d3d78030eb104a5d013c371f70df78e93e291235,True,ctls,technology.fisglobal.com,80,http://technology.fisglobal.com:80,http,text/html,GET,199.74.216.17,/,386594154,199.74.216.17,Apache,1,False,Apache,https://technology.fisglobal.com/,,,,,
test-developer.fisglobal.com,Developer Engine,200,2167,,test-developer.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,test-developer.fisglobal.com,80,http://test-developer.fisglobal.com:80,http,text/html,GET,95.100.69.78,/,-280655111,2a02:26f0:3500:88d::3b69,HSTS,32,False,,https://test-developer.fisglobal.com/,,,,,
test.fisglobal.com,400 Bad Request,400,171,,test.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-02T00:00:00Z,2023-09-01T23:59:59Z,"CN=svcsdmzltcrp01.fnfis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",svcsdmzltcrp01.fnfis.com,"Fidelity National Information Services, Inc.",ssp.fnfis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,db0b1ad865a8c4e72a461904da4fb5ea,89c6f2d7a40d02ad62ad4b960513b4e74941716a638ca582c969f4a4d09e6dbd,,ctls,test.fisglobal.com,443,https://test.fisglobal.com:443,https,text/html,GET,199.200.24.181,/,386594154,199.200.24.181,Apache,1,False,Apache,,True,,,,
testintelhub.fisglobal.com,FIS:: IntelHub,200,4788,,intelhubuat.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,intelhubuat.fisglobal.com,443,https://testintelhub.fisglobal.com:443,https,text/html,GET,95.100.69.78,/,-1603027774,2a02:26f0:3500:88d::3b69,HSTS,51,False,,https://intelhubuat.fisglobal.com/,,,,,
testprebot.fisglobal.com,FIS | PREBOT,200,4672,,testprebot.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=testprebot.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",testprebot.fisglobal.com,Fidelity National Information Services,testprebot.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bf1523602f0e529e41a040c2bb22b42e,f063549cc23ffc86a8aa619d58c90bb2e455b9dcd2bfde8d4b7d08fd5ff2b194,,ctls,testprebot.fisglobal.com,80,http://testprebot.fisglobal.com:80,http,text/html,GET,95.101.111.157,/,-1298643969,95.101.111.130,HSTS,40,False,,https://testprebot.fisglobal.com/,,,,,
transferagencyteststreamservice.fisglobal.com,503 Service Unavailable,503,299,,transferagencyteststreamservice.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-20T00:00:00Z,2023-08-19T23:59:59Z,"CN=transferagencyteststreamservice.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",transferagencyteststreamservice.fisglobal.com,"Fidelity National Information Services, Inc.",www.transferagencyteststreamservice.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8cb7609a09c5793146247982b5c2cdd3,6f12eea91319c19ee6b4701b4a5aa0d127ef9b9e379d63632fa6f5bd002b556f,,ctls,transferagencyteststreamservice.fisglobal.com,443,https://transferagencyteststreamservice.fisglobal.com:443,https,text/html,GET,95.101.111.185,/,-1292467721,95.101.111.183,HSTS,10,False,Apache,,,,,,
uat-apt-enterprise.fisglobal.com,FIS Investment Risk Hub,200,18610,https://fonts.googleapis.com/,uat-apt-enterprise.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,uat-apt-enterprise.fisglobal.com,80,http://uat-apt-enterprise.fisglobal.com:80,http,text/html,GET,104.102.53.67,/,552597979,104.102.53.67,Sails.js,206,False,,https://uat-apt-enterprise.fisglobal.com/,,,,,
uat-apt2-enterprise.fisglobal.com,FIS Investment Risk Hub,200,18359,https://fonts.googleapis.com/,uat-apt2-enterprise.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,uat-apt2-enterprise.fisglobal.com,443,https://uat-apt2-enterprise.fisglobal.com:443,https,text/html,GET,104.102.53.67,/,552597979,104.102.53.67,Sails.js,206,False,,,,,,,
uat-funds.fisglobal.com,Access Denied,403,276,,,,,,,,,,,,,,,,,,,,,80,http://uat-funds.fisglobal.com:80,http,text/html,GET,95.101.111.174,/,1740154100,2a02:26f0:480:d::210:f153,,10,False,AkamaiGHost,,,,,,
uat-panorama.fisglobal.com,Sign in,200,6641,https://fonts.gstatic.com,uat-panorama.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=uat-panorama.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",uat-panorama.fisglobal.com,Fidelity National Information Services,uat-panorama.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3f60222959a8a1161e1a15d83b6fc764,5d52e807a3dab822e70e20039c0cff3d8c818d3fd816d9b9561c5e1492323601,,ctls,uat-panorama.fisglobal.com,443,https://uat-panorama.fisglobal.com:443,https,text/html,GET,104.126.37.153,/,1631801191,104.126.37.128,Microsoft ASP.NET,135,False,,,,,,,
uat-stcm.fisglobal.com,OWASP CSRFGuard Project - New Token Landing Page,200,313,https://uat-stcm.fisglobal.com,uat-stcm.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=uat-securities.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",uat-securities.fisglobal.com,Fidelity National Information Services,uat-stcm.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,756ee2a7d7baba7b59d70784b0723b81,751acd9490df5764d6a2a5801fbb3545489a200df2af4cae2b5953f32d2b3449,,ctls,uat-stcm.fisglobal.com,443,https://uat-stcm.fisglobal.com:443,https,text/html,GET,95.101.111.174,/,-1298643969,2a02:26f0:480:d::210:f153,Java,1,False,,https://uat-stcm.fisglobal.com/stcm/index.jsp,,,,,
