new,host,a,soa,status_code,aaaa,cname,txt,ns,has_internal_ips,internal_ips,caa,cdn,cdn-name,mx
[x],temp-dcc-ci-migration-156-55-169-190.fisglobal.com,156.55.169.190,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-192.fisglobal.com,156.55.169.192,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-193.fisglobal.com,156.55.169.193,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-194.fisglobal.com,156.55.169.194,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-195.fisglobal.com,156.55.169.195,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-198.fisglobal.com,156.55.169.198,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-2.fisglobal.com,156.55.169.2,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-20.fisglobal.com,156.55.169.20,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-200.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-201.fisglobal.com,156.55.169.201,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-203.fisglobal.com,156.55.169.203,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-205.fisglobal.com,156.55.169.205,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-206.fisglobal.com,156.55.169.206,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-207.fisglobal.com,156.55.169.207,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-209.fisglobal.com,156.55.169.209,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-21.fisglobal.com,156.55.169.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-210.fisglobal.com,156.55.169.210,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-212.fisglobal.com,156.55.169.212,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-213.fisglobal.com,156.55.169.213,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-214.fisglobal.com,156.55.169.214,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-215.fisglobal.com,156.55.169.215,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-217.fisglobal.com,156.55.169.217,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-218.fisglobal.com,156.55.169.218,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-219.fisglobal.com,156.55.169.219,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-221.fisglobal.com,156.55.169.221,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-222.fisglobal.com,156.55.169.222,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-224.fisglobal.com,156.55.169.224,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-225.fisglobal.com,156.55.169.225,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-226.fisglobal.com,156.55.169.226,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-228.fisglobal.com,156.55.169.228,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-229.fisglobal.com,156.55.169.229,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-23.fisglobal.com,156.55.169.23,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-230.fisglobal.com,156.55.169.230,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-231.fisglobal.com,156.55.169.231,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-232.fisglobal.com,156.55.169.232,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-233.fisglobal.com,156.55.169.233,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-235.fisglobal.com,156.55.169.235,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-236.fisglobal.com,156.55.169.236,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-237.fisglobal.com,156.55.169.237,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-239.fisglobal.com,156.55.169.239,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-24.fisglobal.com,156.55.169.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-240.fisglobal.com,156.55.169.240,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-241.fisglobal.com,156.55.169.241,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-242.fisglobal.com,156.55.169.242,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-243.fisglobal.com,156.55.169.243,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-244.fisglobal.com,156.55.169.244,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-245.fisglobal.com,156.55.169.245,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-248.fisglobal.com,156.55.169.248,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-25.fisglobal.com,156.55.169.25,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-251.fisglobal.com,156.55.169.251,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-252.fisglobal.com,156.55.169.252,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-253.fisglobal.com,156.55.169.253,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-26.fisglobal.com,156.55.169.26,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-27.fisglobal.com,156.55.169.27,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-30.fisglobal.com,156.55.169.30,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-31.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-33.fisglobal.com,156.55.169.33,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-35.fisglobal.com,156.55.169.35,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-36.fisglobal.com,156.55.169.36,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-37.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-39.fisglobal.com,156.55.169.39,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-4.fisglobal.com,156.55.169.4,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-40.fisglobal.com,156.55.169.40,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-41.fisglobal.com,156.55.169.41,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-42.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-43.fisglobal.com,156.55.169.43,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-44.fisglobal.com,156.55.169.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-45.fisglobal.com,156.55.169.45,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-46.fisglobal.com,156.55.169.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-47.fisglobal.com,156.55.169.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-48.fisglobal.com,156.55.169.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-49.fisglobal.com,156.55.169.49,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-51.fisglobal.com,156.55.169.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-52.fisglobal.com,156.55.169.52,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-53.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-54.fisglobal.com,156.55.169.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-55.fisglobal.com,156.55.169.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-56.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-57.fisglobal.com,156.55.169.57,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-58.fisglobal.com,156.55.169.58,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-59.fisglobal.com,156.55.169.59,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-6.fisglobal.com,156.55.169.6,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-60.fisglobal.com,156.55.169.60,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-62.fisglobal.com,156.55.169.62,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-64.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-65.fisglobal.com,156.55.169.65,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-68.fisglobal.com,156.55.169.68,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-69.fisglobal.com,156.55.169.69,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-7.fisglobal.com,156.55.169.7,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-70.fisglobal.com,156.55.169.70,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-72.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-73.fisglobal.com,156.55.169.73,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-74.fisglobal.com,156.55.169.74,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-77.fisglobal.com,156.55.169.77,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-79.fisglobal.com,156.55.169.79,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-8.fisglobal.com,156.55.169.8,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-80.fisglobal.com,156.55.169.80,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-82.fisglobal.com,156.55.169.82,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-83.fisglobal.com,156.55.169.83,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-85.fisglobal.com,156.55.169.85,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-87.fisglobal.com,156.55.169.87,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-88.fisglobal.com,156.55.169.88,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-89.fisglobal.com,156.55.169.89,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-92.fisglobal.com,156.55.169.92,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-93.fisglobal.com,156.55.169.93,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-94.fisglobal.com,156.55.169.94,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-96.fisglobal.com,156.55.169.96,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-97.fisglobal.com,156.55.169.97,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-169-98.fisglobal.com,156.55.169.98,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-1.fisglobal.com,156.55.70.1,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-100.fisglobal.com,156.55.70.100,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-101.fisglobal.com,156.55.70.101,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-102.fisglobal.com,156.55.70.102,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-103.fisglobal.com,156.55.70.103,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-104.fisglobal.com,156.55.70.104,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-106.fisglobal.com,156.55.70.106,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-108.fisglobal.com,156.55.70.108,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-109.fisglobal.com,156.55.70.109,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-11.fisglobal.com,156.55.70.11,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-111.fisglobal.com,156.55.70.111,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-112.fisglobal.com,156.55.70.112,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-113.fisglobal.com,156.55.70.113,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-116.fisglobal.com,156.55.70.116,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-119.fisglobal.com,156.55.70.119,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-120.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-121.fisglobal.com,156.55.70.121,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-123.fisglobal.com,156.55.70.123,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-124.fisglobal.com,156.55.70.124,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-126.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-127.fisglobal.com,156.55.70.127,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-13.fisglobal.com,156.55.70.13,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-14.fisglobal.com,156.55.70.14,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-16.fisglobal.com,156.55.70.16,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-17.fisglobal.com,156.55.70.17,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-18.fisglobal.com,156.55.70.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-19.fisglobal.com,156.55.70.19,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-2.fisglobal.com,156.55.70.2,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-21.fisglobal.com,156.55.70.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-22.fisglobal.com,156.55.70.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-23.fisglobal.com,156.55.70.23,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-26.fisglobal.com,156.55.70.26,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-28.fisglobal.com,156.55.70.28,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-29.fisglobal.com,156.55.70.29,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-3.fisglobal.com,156.55.70.3,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-30.fisglobal.com,156.55.70.30,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-32.fisglobal.com,156.55.70.32,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-33.fisglobal.com,156.55.70.33,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-34.fisglobal.com,156.55.70.34,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-35.fisglobal.com,156.55.70.35,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-36.fisglobal.com,156.55.70.36,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-37.fisglobal.com,156.55.70.37,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-38.fisglobal.com,156.55.70.38,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-4.fisglobal.com,156.55.70.4,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-40.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-41.fisglobal.com,156.55.70.41,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-42.fisglobal.com,156.55.70.42,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-43.fisglobal.com,156.55.70.43,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-44.fisglobal.com,156.55.70.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-46.fisglobal.com,156.55.70.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-47.fisglobal.com,156.55.70.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-48.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-50.fisglobal.com,156.55.70.50,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-51.fisglobal.com,156.55.70.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-52.fisglobal.com,156.55.70.52,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-54.fisglobal.com,156.55.70.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-55.fisglobal.com,156.55.70.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-56.fisglobal.com,156.55.70.56,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-57.fisglobal.com,156.55.70.57,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-58.fisglobal.com,156.55.70.58,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-6.fisglobal.com,156.55.70.6,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-61.fisglobal.com,156.55.70.61,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-62.fisglobal.com,156.55.70.62,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-63.fisglobal.com,156.55.70.63,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-64.fisglobal.com,156.55.70.64,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-65.fisglobal.com,156.55.70.65,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],temp-dcc-ci-migration-156-55-70-68.fisglobal.com,156.55.70.68,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
